"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","GLA"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Karoonda","23 Railway Tce","Karoonda","5307","South Australia","Australia","1197.35","900"
"Supermarket and Grocery Stores","IGA","IGA Blackall","115 Shamrock Street","Blackall","4472","Queensland","Australia","1200.38","900"
"Supermarket and Grocery Stores","IGA","IGA Barcaldine","179 Oak Street","Barcaldine","4725","Queensland","Australia","1202.7","900"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Cunnamulla Mills & Sons","30 John Street","Cunnamulla","4490","Queensland","Australia","1221.42","900"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Tuckerbox Kununurra","1 Whitegum Street","Kununurra","6743","Western Australia","Australia","1222.19","900"
"Supermarket and Grocery Stores","IGA","IGA Ritchies Wentworth","11-13 Sandwich St","Wentworth","2648","New South Wales","Australia","1222.32","1800"
"Supermarket and Grocery Stores","IGA","Walkers IGA Dareton","31-37 Tapio Street","Dareton","2717","New South Wales","Australia","1229.3","1100"
"Supermarket and Grocery Stores","IGA","IGA Meningie","46 Princes Highway","Meningie","5264","South Australia","Australia","1229.54","875"
"Supermarket and Grocery Stores","IGA","Ritchies SUPA IGA Merbein","100 - 106 Commercial Street","Merbein","3505","Victoria","Australia","1236.3","1600"
"Supermarket and Grocery Stores","IGA","IGA SUPA Fishers Mildura Ritchies","103-123 Deakin Street","Mildura","3500","Victoria","Australia","1244.05","1400"
"Supermarket and Grocery Stores","IGA","IGA SUPA Fishers Irymple Ritchies","2109 - 2111 15th Street","Irymple","3498","Victoria","Australia","1248.08","1700"
"Supermarket and Grocery Stores","IGA","IGA Lameroo","68 Railway Terrace","Lameroo","5302","South Australia","Australia","1249.81","900"
"Supermarket and Grocery Stores","IGA","Ritchies SUPA IGA Red Cliffs","5 - 13 Ilex Street","Red Cliffs","3496","Victoria","Australia","1255.49","1600"
"Supermarket and Grocery Stores","IGA","SUPA IGA Charleville","22 Sturt St, Charleville QLD 4470","Charleville","4470","Queensland","Australia","1260.7","1000"
"Supermarket and Grocery Stores","IGA","Khans SUPA IGA Plus Liquor Bourke","Cnr Sturt and Oxley Streets","Bourke","2840","New South Wales","Australia","1299.64","1400"
"Supermarket and Grocery Stores","IGA","IGA Boulder","60 Lionel Street","South Kalgoorlie","6430","Western Australia","Australia","1312.11","800"
"Supermarket and Grocery Stores","IGA","IGA Lionel St","58/60 Lionel St","South Kalgoorlie","6430","Western Australia","Australia","1312.11","1000"
"Supermarket and Grocery Stores","IGA","IGA Keith","Hender Street","Keith","5267","South Australia","Australia","1314.14","900"
"Supermarket and Grocery Stores","IGA","O'Connor Fresh SUPA IGA","Cnr O'Connor St & Maguire St","Somerville","6430","Western Australia","Australia","1314.31","2300"
"Supermarket and Grocery Stores","IGA","IGA SUPA Fishers Robinvale Ritchies","1-12 Latje Road","Robinvale","3549","Victoria","Australia","1314.72","2600"
"Supermarket and Grocery Stores","IGA","Jason's IGA Ouyen","64-66 Oke Street","Ouyen","3490","Victoria","Australia","1326.18","1200"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Wiluna","37 Wotton Street","Wiluna","6646","Western Australia","Australia","1340.41","900"
"Supermarket and Grocery Stores","IGA","IGA Xpress Coolgardie","28-30 Bayley Street","Coolgardie","6429","Western Australia","Australia","1347.6","400"
"Supermarket and Grocery Stores","IGA","Khan's SUPA IGA Plus Liquor Cobar","41 Marshall Street","Cobar","2835","New South Wales","Australia","1349.48","1400"
"Supermarket and Grocery Stores","IGA","SUPA IGA Cobar Linsley St","34 Linsley Street","Cobar","2835","New South Wales","Australia","1349.64","1400"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Kingston SE","32 Holland St","Kingston Se","5275","South Australia","Australia","1363.53","800"
"Supermarket and Grocery Stores","IGA","IGA Balranald","102 Market Street","Balranald","2715","New South Wales","Australia","1370.72","900"
"Supermarket and Grocery Stores","IGA","Rainbow IGA","36 Federal Street","Rainbow","3424","Victoria","Australia","1379.12","1000"
"Supermarket and Grocery Stores","IGA","IGA Kaniva","68 Commercial Street","Kaniva","3419","Victoria","Australia","1383.06","800"
"Supermarket and Grocery Stores","IGA","Hopetoun IGA Austin Street","14 Austin Street","Hopetoun","3396","Victoria","Australia","1384.92","900"
"Supermarket and Grocery Stores","IGA","Rusty's IGA Derby","52 Clarendon Road","Derby","6728","Western Australia","Australia","1397.49","1600"
"Supermarket and Grocery Stores","IGA","IGA Xpress Nyah West","Monash Avenue","Nyah West","3595","Victoria","Australia","1399.17","400"
"Supermarket and Grocery Stores","IGA","SUPA IGA Nhill","90 Nelson Street","Nhill","3418","Victoria","Australia","1399.72","1400"
"Supermarket and Grocery Stores","IGA","IGA Xpress Goroke","26 Main Street","Goroke","3412","Victoria","Australia","1426.05","400"
"Supermarket and Grocery Stores","IGA","IGA Dimboola Plus Liquor","15-19 Lochiel Street","Dimboola","3414","Victoria","Australia","1430.17","800"
"Supermarket and Grocery Stores","IGA","Parnawarri IGA","1 Lee Lane","Newman","6753","Western Australia","Australia","1430.49","900"
"Supermarket and Grocery Stores","IGA","Ritchies SUPA IGA Warracknabeal","141 Scott Street","Warracknabeal","3393","Victoria","Australia","1432.27","1400"
"Supermarket and Grocery Stores","IGA","Rose's IGA Plus Liquor Hillston","152 High Street","Hillston","2675","New South Wales","Australia","1433.18","900"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Moulamein","44 Morago Street","Moulamein","2733","New South Wales","Australia","1436.57","400"
"Supermarket and Grocery Stores","IGA","IGA Birchip","35-37 Cumming Avenue","Birchip","3483","Victoria","Australia","1438.67","900"
"Supermarket and Grocery Stores","IGA","IGA Midway Plus Liquor","143 Hendy Road","Birchip","3483","Victoria","Australia","1438.76","2200"
"Supermarket and Grocery Stores","IGA","IGA Charters Towers","17-19 Boundary St","Charters Towers City","4820","Queensland","Australia","1439.81","900"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Esperance","67 Goldfields Road","Castletown","6450","Western Australia","Australia","1441.79","600"
"Supermarket and Grocery Stores","IGA","IGA Esperance Fresh Food","97 Dempster Street","Esperance","6450","Western Australia","Australia","1444.72","1500"
"Supermarket and Grocery Stores","IGA","Pink Lake IGA","72 Pink Lake Road","Sinclair","6450","Western Australia","Australia","1445.58","700"
"Supermarket and Grocery Stores","IGA","Harrison & Sons IGA","190-192 Lachlan St","Hay","2711","New South Wales","Australia","1449.36","1400"
"Supermarket and Grocery Stores","IGA","Cornetts IGA Clermont","66 Daintree Street, Clermont, QLD, Australia","Clermont","4721","Queensland","Australia","1455.83",""
"Supermarket and Grocery Stores","IGA","IGA Clermont","48 Capella Street","Clermont","4721","Queensland","Australia","1456.16","900"
"Supermarket and Grocery Stores","IGA","SUPA IGA Clermont","Daintree Street","Clermont","4721","Queensland","Australia","1456.16","1000"
"Supermarket and Grocery Stores","IGA","IGA Millicent","79 George Street","Millicent","5280","South Australia","Australia","1459.61","1100"
"Supermarket and Grocery Stores","IGA","IGA Minyip","54/58 Main St","Minyip","3392","Victoria","Australia","1461.01","400"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Broome","Cnr Reid Road & Dakas Street","Cable Beach","6726","Western Australia","Australia","1462.29","400"
"Supermarket and Grocery Stores","IGA","IGA Wycheproof","316-320 The Broadway","Wycheproof","3527","Victoria","Australia","1464.72","900"
"Supermarket and Grocery Stores","IGA","Khans SUPA IGA Plus Liquor Lightning Ridge","Opal Street","Lightning Ridge","2834","New South Wales","Australia","1470.14","1500"
"Supermarket and Grocery Stores","IGA","Khans SUPA IGA Plus Liquor Nyngan","139 Pangee Street","Nyngan","2825","New South Wales","Australia","1470.37","1100"
"Supermarket and Grocery Stores","IGA","Weir's IGA","41 - 43 Woods Street","Donald","3480","Victoria","Australia","1475.43","1300"
"Supermarket and Grocery Stores","IGA","IGA Rupanyup","30 Cromie St","Rupanyup","3388","Victoria","Australia","1478.43","900"
"Supermarket and Grocery Stores","IGA","Berry Springs IGA","Shop 2, Berry Springs Shopping Centre","Berry Springs","838","Northern Territory","Australia","1478.74","400"
"Supermarket and Grocery Stores","IGA","IGA Kerang Plus Liquor","60a Victoria Street","Kerang","3579","Victoria","Australia","1479.1","1300"
"Supermarket and Grocery Stores","IGA","Barham IGA","33 Murray Street","Barham","2732","New South Wales","Australia","1484.28","900"
"Supermarket and Grocery Stores","IGA","Lake Cargelligo IGA","31 Foster Street","Lake Cargelligo","2672","New South Wales","Australia","1488.09","900"
"Supermarket and Grocery Stores","IGA","Tormey's IGA Charlton Plus Liquor","28 High Street","Charlton","3525","Victoria","Australia","1488.1","900"
"Supermarket and Grocery Stores","IGA","IGA Emerald","40 Hospital Road","Emerald","4720","Queensland","Australia","1488.41","900"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Mt Gambier Montebello","73-75 Suttontown Road","Mount Gambier","5290","South Australia","Australia","1497.63","900"
"Supermarket and Grocery Stores","IGA","IGA Boort Plus Liquor","96 Godfrey Street","Boort","3537","Victoria","Australia","1497.92","700"
"Supermarket and Grocery Stores","IGA","IGA Walgett + Liquor","36 Fox Street","Walgett","2832","New South Wales","Australia","1498.47","2000"
"Supermarket and Grocery Stores","IGA","ZUCCOLI IGA","Zuccoli Plaza, Zuccoli Parade & Crosby Street","Zuccoli","832","Northern Territory","Australia","1500.32","1300"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Mt Gambier Swallow Drive","16 Swallow Drive","Mount Gambier","5290","South Australia","Australia","1502.19","900"
"Supermarket and Grocery Stores","IGA","SUPA IGA St George","96-98 Victoria Street","St George","4487","Queensland","Australia","1502.73","1000"
"Supermarket and Grocery Stores","IGA","IGA Coleraine","86 Whyte Street","Casterton","3311","Victoria","Australia","1503.9","900"
"Supermarket and Grocery Stores","IGA","The Una IGA Ritchies","49 King George Street","Cohuna","3568","Victoria","Australia","1504.37","1300"
"Supermarket and Grocery Stores","IGA","Darwin City IGA X-press","134 Smith Street","Darwin City","800","Northern Territory","Australia","1509.2","400"
"Supermarket and Grocery Stores","IGA","Weirs SUPA IGA St Arnaud","43 - 47 Napier Street","St Arnaud","3478","Victoria","Australia","1512.1","1800"
"Supermarket and Grocery Stores","IGA","IGA Meekatharra","73 Main Street, Meekatharra, WA, Australia","Meekatharra","6642","Western Australia","Australia","1512.24",""
"Supermarket and Grocery Stores","IGA","IGA Roma","73 Arthur Street","Roma","4455","Queensland","Australia","1514.34","1800"
"Supermarket and Grocery Stores","IGA","IGA Ravenshoe","51 Grigg Street","Ravenshoe","4888","Queensland","Australia","1522.77","878"
"Supermarket and Grocery Stores","IGA","Cornett’s IGA Ravenshoe","68 Grigg Street, Ravenshoe, QLD, Australia","Ravenshoe","4888","Queensland","Australia","1522.82","400"
"Supermarket and Grocery Stores","IGA","Ritchies SUPA IGA Stawell","126 - 130 Main St","Stawell","3380","Victoria","Australia","1524.12","1500"
"Supermarket and Grocery Stores","IGA","IGA Mt Louisa","Cnr Crestbrook & Bayswater Road,","Mount Louisa","4814","Queensland","Australia","1526.34","1700"
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Domain","103 Duckworth Street","Garbutt","4814","Queensland","Australia","1528.11","900"
"Supermarket and Grocery Stores","IGA","IGA Mundingburra","74 Ross River Road","Mundingburra","4812","Queensland","Australia","1529.78","1200"
"Supermarket and Grocery Stores","IGA","SUPA IGA Garbutt","221 Ingham Road","Garbutt","4814","Queensland","Australia","1530.85","2100"
"Supermarket and Grocery Stores","IGA","Ritchies Deniliquin","George Street","Deniliquin","2710","New South Wales","Australia","1531.36","1500"
"Supermarket and Grocery Stores","IGA","IGA Warren Plus Liquor","106 - 108 Dubbo Street","Warren","2824","New South Wales","Australia","1531.98","1200"
"Supermarket and Grocery Stores","IGA","IGA Dysart","Shop 9, Garden Plaza Centre","Dysart","4745","Queensland","Australia","1533.4","700"
"Supermarket and Grocery Stores","IGA","IGA SUPA Tully","Morris Street","Tully","4854","Queensland","Australia","1537.64","2300"
"Supermarket and Grocery Stores","IGA","Chamen's SUPA IGA Plus Liquor Condobolin","56-62 Bathurst Street","Condobolin","2877","New South Wales","Australia","1539.37","1500"
"Supermarket and Grocery Stores","IGA","Cornetts IGA Magnetic Island","147 - 153 Sooning Street","Nelly Bay","4819","Queensland","Australia","1543.61","900"
"Supermarket and Grocery Stores","IGA","Champions IGA Inglewood","36 Brooke Street","Inglewood","3517","Victoria","Australia","1544.31","1000"
"Supermarket and Grocery Stores","IGA","Fresh St. Market IGA Atherton","2-4 Silo Road Silo Central Shopping Centre","Atherton","4883","Queensland","Australia","1545.88","2700"
